TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter,Name
19992400,0.43572998,5.463562,8.140274,0.43572998,5.463562,8.140274,0.43572998,5.463562,8.140274,0.43572998,5.463562,8.140274,0.152771,0.07600403,-0.048919678,0.152771,0.07600403,-0.048919678,802,155,0,0,0.7,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",13,James
19992400,0.43572998,5.463562,8.140274,0.43572998,5.463562,8.140274,0.43572998,5.463562,8.140274,0.43572998,5.463562,8.140274,0.152771,0.07600403,-0.048919678,0.152771,0.07600403,-0.048919678,802,155,0,0,0.7,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",13,James
19992543,0.28250122,5.39653,8.288712,0.28250122,5.39653,8.288712,0.28250122,5.39653,8.288712,0.28250122,5.39653,8.288712,0.28250122,5.39653,8.288712,0.28250122,5.39653,8.288712,728.9609,599.9105,-328.2349,2742.412,0.7,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",13,James
19992727,0.25378418,5.506653,8.322235,0.25378418,5.506653,8.322235,0.25378418,5.506653,8.322235,0.26397705,0.11213684,0.41171265,0.26397705,0.11213684,0.41171265,0.26397705,0.11213684,0.41171265,333.21194,1126.9303,-3165.0754,2325.286,0.7,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",13,James
19992894,0.3591156,5.0421753,8.494614,0.3591156,5.0421753,8.494614,0.3591156,5.0421753,8.494614,0.2572174,0.105651855,0.4142456,0.2572174,0.105651855,0.4142456,0.2572174,0.105651855,0.4142456,223.09256,894.8397,825.3697,-4431.435,0.7,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",13,James
19993037,0.4740448,4.917679,8.724457,0.4740448,4.917679,8.724457,0.4740448,4.917679,8.724457,0.4740448,4.917679,8.724457,0.4740448,4.917679,8.724457,0.4740448,4.917679,8.724457,267.5,639.5,0,0,0.3125,0.003921569,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",14,James
19993206,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,782,120,0,0,0.75,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",14,James
19993206,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,0.1771698,5.39653,8.667007,782,120,0,0,0.75,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",14,James
19993345,0.3256073,5.2480774,8.422791,0.3256073,5.2480774,8.422791,0.3256073,5.2480774,8.422791,0.3256073,5.2480774,8.422791,0.08558655,-0.10757446,0.21142578,0.08558655,-0.10757446,0.21142578,703.14856,593.1456,-561.5277,3109.398,0.75,0.027450982,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",14,James
19993478,0.36869812,5.5689087,8.188156,0.36869812,5.5689087,8.188156,0.36869812,5.5689087,8.188156,0.2652893,0.11238098,0.41203308,0.2652893,0.11238098,0.41203308,0.2652893,0.11238098,0.41203308,369.74878,1134.5256,-2646.8267,4269.2695,0.75,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",14,James
19993628,0.3878479,5.08049,8.513779,0.3878479,5.08049,8.513779,0.3878479,5.08049,8.513779,0.3878479,5.08049,8.513779,0.3878479,5.08049,8.513779,0.3878479,5.08049,8.513779,221.89908,881.00916,484.4241,-4358.335,0.75,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",14,James
19993725,0.32081604,5.640732,8.829803,18.092346,-6.3308716,-36.790466,18.092346,-6.3308716,-36.790466,18.092346,-6.3308716,-36.790466,18.092346,-6.3308716,-36.790466,18.092346,-6.3308716,-36.790466,254.532,680.20447,0,0,0.275,0.003921569,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",15,James
19993854,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,676,179,0,0,0.575,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",15,James
19993854,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,0.33517456,5.4539795,8.125916,676,179,0,0,0.575,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",15,James
19993996,0.39263916,5.6503143,8.389282,0.39263916,5.6503143,8.389282,0.39263916,5.6503143,8.389282,0.39263916,5.6503143,8.389282,0.39263916,5.6503143,8.389282,0.39263916,5.6503143,8.389282,643.7029,573.4883,-1543.3511,6179.198,0.85,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",15,James
19994196,0.27772522,5.6311493,7.8290253,0.27772522,5.6311493,7.8290253,0.27772522,5.6311493,7.8290253,0.27772522,5.6311493,7.8290253,0.27772522,5.6311493,7.8290253,0.27772522,5.6311493,7.8290253,342.77798,1056.5469,-1692.14,580.9694,0.85,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",15,James
19994346,0.43095398,5.1618958,8.485046,0.43095398,5.1618958,8.485046,0.43095398,5.1618958,8.485046,0.43095398,5.1618958,8.485046,0.17851257,-0.21577454,0.28849792,0.17851257,-0.21577454,0.28849792,223,851.2322,0.020878198,-5023.9863,0.85,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",15,James
19994447,0.29208374,5.39653,8.231262,0.29208374,5.39653,8.231262,0.29208374,5.39653,8.231262,0.29208374,5.39653,8.231262,0.29208374,5.39653,8.231262,0.29208374,5.39653,8.231262,243,656,0,0,0.375,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",16,James
19994614,0.5602417,5.4348297,8.327026,0.5602417,5.4348297,8.327026,-0.035125732,-0.01171875,-0.09693909,-0.035125732,-0.01171875,-0.09693909,-0.035125732,-0.01171875,-0.09693909,-0.035125732,-0.01171875,-0.09693909,752,183,0,0,0.65000004,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",16,James
19994614,0.5602417,5.4348297,8.327026,0.5602417,5.4348297,8.327026,-0.035125732,-0.01171875,-0.09693909,-0.035125732,-0.01171875,-0.09693909,-0.035125732,-0.01171875,-0.09693909,-0.035125732,-0.01171875,-0.09693909,752,183,0,0,0.65000004,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",16,James
19994730,-0.20588684,6.1100006,8.331818,-0.20588684,6.1100006,8.331818,-0.20588684,6.1100006,8.331818,-0.20588684,6.1100006,8.331818,-0.20588684,6.1100006,8.331818,-0.20588684,6.1100006,8.331818,698.908,560.8415,-1524.8467,6672.08,0.65000004,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",16,James
19994913,0.28729248,5.535385,8.130707,0.28729248,5.535385,8.130707,0.28729248,5.535385,8.130707,0.28729248,5.535385,8.130707,0.28729248,5.535385,8.130707,0.28729248,5.535385,8.130707,364.96228,1096.7925,-2870.5476,2200.1052,0.65000004,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",16,James
19995063,0.46446228,5.281601,8.413223,0.46446228,5.281601,8.413223,0.46446228,5.281601,8.413223,0.46446228,5.281601,8.413223,0.46446228,5.281601,8.413223,0.46446228,5.281601,8.413223,230.9424,888.87646,1297.9789,-6758.9795,0.65000004,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",16,James
19995170,0.13406372,5.209778,8.20253,0.13406372,5.209778,8.20253,0.13406372,5.209778,8.20253,0.13406372,5.209778,8.20253,0.13406372,5.209778,8.20253,0.13406372,5.209778,8.20253,273,620,0,0,0.2875,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James
19995323,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,748,110,0,0,0.475,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James
19995323,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,0.5027771,5.420471,8.389282,748,110,0,0,0.475,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James
19995464,-0.10055542,5.7460785,8.427582,-0.10055542,5.7460785,8.427582,-0.10055542,5.7460785,8.427582,-0.10055542,5.7460785,8.427582,-0.2389679,0.26948547,0.29403687,-0.2389679,0.26948547,0.29403687,707.76434,590.0121,-135.12294,4607.37,0.75,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James
19995664,0.19152832,5.4970856,8.169006,0.19152832,5.4970856,8.169006,0.19152832,5.4970856,8.169006,0.19152832,5.4970856,8.169006,0.05760193,-0.034561157,0.0725708,0.05760193,-0.034561157,0.0725708,346.35263,1132.3191,-2607.315,1906.7299,0.75,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James
19995848,0.22984314,5.6503143,7.752411,0.22984314,5.6503143,7.752411,0.22984314,5.6503143,7.752411,0.22984314,5.6503143,7.752411,0.0622406,0.23641968,-0.42256165,0.0622406,0.23641968,-0.42256165,283.07846,842.24255,1073.8475,-5017.692,0.75,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",17,James
19995967,0.2681427,5.0373993,9.485825,0.2681427,5.0373993,9.485825,0.2681427,5.0373993,9.485825,0.26057434,0.121017456,0.4294281,0.26057434,0.121017456,0.4294281,0.26057434,0.121017456,0.4294281,318,595,0,0,0.26250002,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James
19996168,0.10533142,5.5928497,8.6909485,0.10533142,5.5928497,8.6909485,0.10533142,5.5928497,8.6909485,0.26849365,0.12615967,0.42941284,0.26849365,0.12615967,0.42941284,0.26849365,0.12615967,0.42941284,774,153,0,0,0.52500004,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James
19996168,0.10533142,5.5928497,8.6909485,0.10533142,5.5928497,8.6909485,0.10533142,5.5928497,8.6909485,0.26849365,0.12615967,0.42941284,0.26849365,0.12615967,0.42941284,0.26849365,0.12615967,0.42941284,774,153,0,0,0.52500004,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James
19996282,0.13406372,5.5641174,8.513779,17.918396,-5.4611206,-36.62262,17.918396,-5.4611206,-36.62262,17.918396,-5.4611206,-36.62262,17.918396,-5.4611206,-36.62262,17.918396,-5.4611206,-36.62262,741.168,551.6083,280.0613,5232.019,0.52500004,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James
19996499,-0.13885498,5.7891693,8.145065,19.833374,-6.3308716,-36.4563,19.833374,-6.3308716,-36.4563,19.833374,-6.3308716,-36.4563,19.833374,-6.3308716,-36.4563,19.833374,-6.3308716,-36.4563,406.64236,1195.3577,-2331.5955,2331.7217,0.52500004,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James
19996732,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,0.05744934,5.4922943,8.461105,381.2589,815.2739,561.8307,-2669.2207,0.52500004,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",18,James
19996820,0.36869812,5.0134583,9.040497,0.36869812,5.0134583,9.040497,0.36869812,5.0134583,9.040497,0.36869812,5.0134583,9.040497,0.20111084,-0.43423462,0.88809204,0.20111084,-0.43423462,0.88809204,397,655,0,0,0.26250002,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James
19997021,0.18673706,5.597641,8.667007,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,816,139,0,0,0.4,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James
19997021,0.18673706,5.597641,8.667007,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,20.007324,-8.59375,-34.95331,816,139,0,0,0.4,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James
19997183,0.21546936,5.4970856,8.188156,0.21546936,5.4970856,8.188156,0.21546936,5.4970856,8.188156,0.21546936,5.4970856,8.188156,0.091278076,-0.020492554,0.08200073,0.091278076,-0.020492554,0.08200073,746.0962,595.61523,-617.3315,2314.381,0.7375,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James
19997367,-0.07182312,5.688614,7.939163,-0.07182312,5.688614,7.939163,-0.014892578,-0.025558472,0.023422241,-0.014892578,-0.025558472,0.023422241,-0.014892578,-0.025558472,0.023422241,-0.014892578,-0.025558472,0.023422241,367.40347,1106.5966,-2441.0059,2441.0935,0.7375,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James
19997534,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,0.04309082,5.5258026,8.073242,244.9696,890.33435,277.383,-4265.3677,0.7375,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",19,James
19997635,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,0.44052124,5.7221375,8.111542,268,704,0,0,0.3125,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James
19997803,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,774,160,0,0,0.3625,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James
19997803,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,0.33996582,5.6263733,8.327026,774,160,0,0,0.3625,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James
19997934,0.20588684,5.7700195,8.59996,20.007324,-7.548523,-35.287476,20.007324,-7.548523,-35.287476,20.007324,-7.548523,-35.287476,20.007324,-7.548523,-35.287476,20.007324,-7.548523,-35.287476,730.164,563.7292,-334.82104,3541.8574,0.7375,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James
19998151,0.21546936,5.5018616,8.350967,20.007324,-6.504822,-36.288452,0.083099365,-0.002136231,-0.022369385,0.083099365,-0.002136231,-0.022369385,0.083099365,-0.002136231,-0.022369385,0.083099365,-0.002136231,-0.022369385,373.4656,1106.1611,-2264.9734,2442.5579,0.7375,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James
19998351,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,-0.004776001,5.5162354,8.657425,275,858.60767,-0.12258103,-2524.004,0.7375,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",20,James
19998439,0.19152832,5.09964,8.59996,0.19152832,5.09964,8.59996,0.19152832,5.09964,8.59996,0.26689148,0.1320343,0.4386902,0.26689148,0.1320343,0.4386902,0.26689148,0.1320343,0.4386902,282,724,0,0,0.3,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James
19998606,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,723,209,0,0,0.675,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James
19998606,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,0.32081604,5.602417,8.073242,723,209,0,0,0.675,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James
19998752,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,0.3591156,5.640732,8.2647705,681.6009,594.79517,-753.72687,4041.8513,0.675,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James
19998952,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,-0.09576416,5.7508698,8.140274,335.04718,1053.5575,-2490.534,2241.9136,0.675,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James
19999119,0.12927246,5.391739,8.240829,0.12927246,5.391739,8.240829,0.12927246,5.391739,8.240829,0.12927246,5.391739,8.240829,0.037857056,-0.09082031,0.110580444,0.037857056,-0.09082031,0.110580444,249.99937,864.0029,1037.4591,-4223.689,0.675,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",21,James
19999251,0.18673706,5.2959595,8.532928,18.092346,-7.0266724,-37.123108,18.092346,-7.0266724,-37.123108,18.092346,-7.0266724,-37.123108,18.092346,-7.0266724,-37.123108,18.092346,-7.0266724,-37.123108,282.01617,686.98376,0,0,0.4125,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James
19999399,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,783,165,0,0,0.575,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James
19999399,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,0.13406372,5.640732,7.8960724,783,165,0,0,0.575,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James
19999553,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,0.3878479,5.324692,8.145065,732.01483,584.8296,-341.8682,2989.5867,0.575,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James
19999753,-0.004776001,5.6072083,8.149857,18.614197,-8.94165,-36.62262,18.614197,-8.94165,-36.62262,18.614197,-8.94165,-36.62262,18.614197,-8.94165,-36.62262,18.614197,-8.94165,-36.62262,369.40546,1155.2805,-2848.7852,2677.417,0.575,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James
19999920,0,5.463562,8.2599945,0,5.463562,8.2599945,0,5.463562,8.2599945,0,5.463562,8.2599945,0,5.463562,8.2599945,0,5.463562,8.2599945,272.3137,883.75854,252.47069,-3964.3528,0.575,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",22,James
20000014,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,0.19152832,5.3869476,8.911209,278,721.03723,0,0,0.575,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James
20000231,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,671,205,0,0,0.6875,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James
20000231,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,0.15322876,5.621582,8.595169,671,205,0,0,0.6875,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James
20000388,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,0.20588684,5.5162354,8.231262,642.9895,573.84625,-728.5751,2988.6895,0.6875,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James
20000605,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,0.296875,5.324692,8.3988495,326.73077,1088.323,-2049.0151,2459.0146,0.6875,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James
20000755,0.0909729,5.439621,8.269562,0.0909729,5.439621,8.269562,0.0909729,5.439621,8.269562,0.26278687,0.12974548,0.4414673,0.26278687,0.12974548,0.4414673,0.26278687,0.12974548,0.4414673,213.1439,896.84875,861.9288,-6412.0225,0.6875,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",23,James
20000846,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,0.009567261,5.41568,8.523346,244.5,714,0,0,0.6875,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James
20001150,0.0909729,5.7269287,7.8338165,0.0909729,5.7269287,7.8338165,0.0909729,5.7269287,7.8338165,0.27056885,0.13534546,0.44015503,0.27056885,0.13534546,0.44015503,0.27056885,0.13534546,0.44015503,712,227,0,0,0.6,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James
20001150,0.0909729,5.7269287,7.8338165,0.0909729,5.7269287,7.8338165,0.0909729,5.7269287,7.8338165,0.27056885,0.13534546,0.44015503,0.27056885,0.13534546,0.44015503,0.27056885,0.13534546,0.44015503,712,227,0,0,0.6,0.011764707,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James
20001255,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,-0.01914978,5.7652283,8.327026,688,585.0276,43.673615,4238.1245,0.6,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James
20001472,-0.03829956,5.8370514,8.097183,-0.03829956,5.8370514,8.097183,0.005340576,-0.04899597,0.04472351,0.005340576,-0.04899597,0.04472351,0.005340576,-0.04899597,0.04472351,0.005340576,-0.04899597,0.04472351,313.7222,1102.7485,-2511.0195,3537.3806,0.6,0.023529414,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James
20001639,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,-0.03829956,5.559326,7.805084,260.19443,854.0348,470.78094,-2812.751,0.6,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",24,James
20001728,-0.08139038,5.535385,8.75798,-0.08139038,5.535385,8.75798,-0.08139038,5.535385,8.75798,0.26463318,0.13354492,0.44076538,0.26463318,0.13354492,0.44076538,0.26463318,0.13354492,0.44076538,292,695,0,0,0.26250002,0.003921569,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",25,James
20001920,0.10533142,5.602417,8.437164,0.10533142,5.602417,8.437164,0.10533142,5.602417,8.437164,0.27012634,0.1350708,0.44119263,0.27012634,0.1350708,0.44119263,0.27012634,0.1350708,0.44119263,802,176,0,0,0.675,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",25,James
20001920,0.10533142,5.602417,8.437164,0.10533142,5.602417,8.437164,0.10533142,5.602417,8.437164,0.27012634,0.1350708,0.44119263,0.27012634,0.1350708,0.44119263,0.27012634,0.1350708,0.44119263,802,176,0,0,0.675,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",25,James
20002040,0.07661438,5.621582,8.561661,0.07661438,5.621582,8.561661,0.07661438,5.621582,8.561661,0.07661438,5.621582,8.561661,0.07661438,5.621582,8.561661,0.07661438,5.621582,8.561661,693.04535,592.8185,-810.19977,3240.116,0.675,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",25,James
20002274,0.13885498,5.5641174,8.279144,0.13885498,5.5641174,8.279144,0.13885498,5.5641174,8.279144,0.13885498,5.5641174,8.279144,0.13885498,5.5641174,8.279144,0.13885498,5.5641174,8.279144,316.18567,1058.7833,-3270.468,3816.274,0.675,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",25,James
20002457,0.26335144,5.5449677,8.240829,0.26335144,5.5449677,8.240829,-0.057495117,-0.034088135,0.014892578,0.26417542,0.12973022,0.44432068,0.26417542,0.12973022,0.44432068,0.26417542,0.12973022,0.44432068,224.83678,834.9182,649.31836,-2759.2693,0.675,0.019607844,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",25,James
20002572,-0.014358521,5.5258026,8.633484,-0.014358521,5.5258026,8.633484,-0.014358521,5.5258026,8.633484,-0.014358521,5.5258026,8.633484,-0.1408081,-0.07107544,0.5819397,-0.1408081,-0.07107544,0.5819397,245,700,0,0,0.375,0.007843138,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",26,James
20002772,0.22984314,5.621582,8.188156,0.22984314,5.621582,8.188156,0.22984314,5.621582,8.188156,0.22984314,5.621582,8.188156,0.100250244,-0.07525635,0.20709229,0.100250244,-0.07525635,0.20709229,744,197,0,0,0.5625,0.015686275,"[Point(1, 0), Point(1, 1), Point(0, 2), Point(0, 1)]",26,James
